uen,hdb_registration_no,company_name,address,postal_code,email_address,contact_no
199306478G,HB-05-3495G    ,RAY INN FURNITURE & CONSTRUCTION PTE LTD                                                            ,627A ALJUNIED ROAD # 06-12 BIZTECH CENTRE,389842,SALES@RAYINN.ONMICROSOFT.COM                      ,62963667
52828424W ,HB-05-3497E    ,BENG KWEE CONSTRUCTION CONTRACTOR                                                                   ,30 SIN MING DRIVE # 01-249 ,575704,BENGKWEECONSTRUCTION@YAHOO.COM.SG                 ,64513683
200915042D,HB-05-3498H    ,BENG KEH DESIGN PTE. LTD.                                                                           ,18 MANDAI ESTATE # 01-04 MULTI WIDE INDL BLDG,729910,BENGKEH.LOH@BENGKEH.COM                           ,63631475
52876765L ,HB-05-3499C    ,SIN YAH ALUMINIUM WORKS                                                                             ,22 WOODLANDS LINK # 04-26 ,738734,SINYAHAW@SINGNET.COM.SG                           ,63824857
53184127L ,HB-05-3590F    ,GUAT MENG INTERIOR DECOR                                                                            ,3018 Bedok North Street 5 # 04-32 East Link,486132,GMDECOR@YAHOO.COM.SG                              ,68469634
53012824A ,HB-05-3591Z    ,LOBBY BY THE TREE                                                                                   ,136 BEDOK NORTH AVE 3 # 01-148 ,460136,JEFFERYGEE@HOTMAIL.COM                            ,68761673
200306545E,HB-05-3597H    ,PROCREATION PTE. LTD.                                                                               ,1 SOON LEE STREET # 03-04 PIONEER CENTRE,627605,PROCREATION@HOTMAIL.COM                           ,63392856
52914818L ,HB-05-3598C    ,VISUAL FURNITURE                                                                                    ,845 GEYLANG RD # 03-25 TANJONG KATONG COMPLEX,400845,VISUAL05@SINGNET.COM.SG                           ,68485487
200607495C,HB-05-3600Z    ,ACK INTERIOR PTE. LTD.                                                                              ,1 YISHUN STREET 23 # 07-17 YS-ONE,768441,CUBICDEC@SINGNET.COM.SG                           ,64581246
201414151K,HB-05-3709A    ,HIAP CHUAN WOOD INDUSTRIES PTE. LTD.                                                                ,389C WOODLANDS ROAD # - ,678020,HANT@HIAPCHUAN.COM                                ,62851703
201003566G,HB-05-3759H    ,MULTI ATTRIBUTES PTE. LTD.                                                                          ,47 Kallang Pudding Road # 08-13 Crescent@Kallang,349318,MULTIATTRIBUTES@GMAIL.COM                         ,66047802
52850828L ,HB-05-3762Z    ,N-LEE ENGINEERING                                                                                   ,25 mandai estate # 01-03 innovation place,729930,STEVENNLEE@SINGNET.COM.SG                         ,63625853
52841559W ,HB-05-3763A    ,HENG GIAP GENERAL CONSTRUCTION                                                                      ,61 Ubi Road 1 # 01-35 Oxley BizHub 1,408727,LOUISLYE@YMAIL.COM                                ,63462173
200305649G,HB-05-3824F    ,BRIM DESIGN PTE. LTD.                                                                               ,60 PAYA LEBAR ROAD # 04-38 PAYA LEBAR SQUARE,409051,IY@BRIMDESIGN.COM.SG                              ,62995676
53043518K ,HB-05-3825Z    ,DOOR KING & ALUM ENTERPRISE                                                                         ,1034 eunos ave 5 # 01-52 ,409743,ADMIN@DOORKING.COM.SG                             ,68417529
200607399K,HB-05-3896F    ,CJ AMBIENCE PTE. LTD.                                                                               ,2 Jurong East St.21 # 04-62 IMM Building,609601,ADRIAN@CJAMBIENCE.COM.SG                          ,62559949
200208833D,HB-05-3897Z    ,SPACELOGIC PTE. LTD.                                                                                ,30 KALLANG PLACE # 07-04 ,339159,AUGUSTUS@SPACELOGIC.COM.SG                        ,67450733
200503397Z,HB-05-3898A    ,OUTLOOK INTERIOR PTE. LTD.                                                                          ,2 JURONG EAST STREET 21 # 03-02B IMM BUILDING,609601,OUTLOOK_INTERIOR@SINGNET.COM.SG                   ,65673801
53061620C ,HB-05-3900G    ,YSTUDIO                                                                                             ,27 Fernvale Close # 05-15 ,797463,YSTUDIO1@SINGNET.COM.SG                           ,68874268
200822735K,HB-05-3901B    ,SKY CREATION DESIGN PTE. LTD.                                                                       ,8 KIM KEAT LANE # - ,328865,INFO@SKYCREATION.COM.SG                           ,63528815
201314369R,HB-05-3902E    ,CITY ALUMINIUM & CONTRACTOR PTE. LTD.                                                               ,8 KAKI BUKIT AVENUE 4 # 02-22 PREMIER @ KAKI BUKIT,415875,CITYALUMINIUM75@GMAIL.COM                         ,67493126
53027228L ,HB-05-3903H    ,IMPOSED DESIGN                                                                                      ,25 GHIM MOH LINK # 01-08 HDB,270025,DAVIDKEK@IMPOSEDESIGN.COM                         ,68750510
52860773A ,HB-05-3904C    ,PRESTIGE IDEAS INTERIOR                                                                             ,431 Clementi ave 3 # 01-318 ,120431,JAMESPOHCW@GMAIL.COM                              ,65289882
52885771A ,HB-05-3907A    ,SWITCH TECH INTERIOR RENOVATION                                                                     ,150 Bishan St11 # 01-141 ,570150,ASPALACEDESIGN@SINGNET.COM.SG                     ,63529721
200002289Z,HB-05-3908D    ,KER HUAT METAL PTE LTD                                                                              ,10 SENOKO CRESCENT # - ,758266,ACCOUNT@KERHUAT.COM.SG                            ,67598588
200704701C,HB-05-3909G    ,N & T ALUMINIUM & CONSTRUCTION PTE. LTD.                                                            ,5056 ANG MO KIO INDUSTRIAL PARK 2 # 01-1171 ,569559,NTALUMINIUM1711@YAHOO.COM.SG                      ,67546020
39429800D ,HB-06-1155G    ,CHARLTON INTERIOR DESIGN & RENOVATION                                                               ,71 Woodlands Avenue 10 # 01-05 Woodlands Industrial Xchange,737743,JUDY@CHARLTON.COM.SG                              ,67589315
31081100K ,HB-06-1271D    ,GAY WORLD BUILDING RENOVATION CONTRACTOR                                                            ,59 NEW UPPER CHANGI RD # 01-1252 31081100k,461059,EH_LIAU@YAHOO.COM.SG                              ,64410503
38905500W ,HB-06-1338H    ,YAH HUAT RENOVATION & TRADING                                                                       ,3 ST GEORGE'S ROAD # 01-87 ,320003,SALES@LEKKWONG.COM                                ,62929803
31480400E ,HB-06-1353G    ,BESTILE CONSTRUCTION                                                                                ,328 SERANGOON AVE 3 # 01-330 ,550328,BESTILECONSTRUCTION@GMAIL.COM                     ,62856258
30447300J ,HB-06-1364E    ,AN WEI CONTRACTOR CO                                                                                ,3027 UBI RD 1 # 02-124 ,408720,ANWEI_CO@HOTMAIL.COM                              ,63857952
29459500K ,HB-06-1369A    ,KHAO SHEN GENERAL SERVICE                                                                           ,613 BUKIT PANJANG RING ROAD # 02-852 ,670613,KHAO_SHEN@YAHOO.COM.SG                            ,65286714
33877900X ,HB-06-1376F    ,HO LEONG RENOVATION DECOR                                                                           ,144 UPP BT TIMAH RD # B1-10 BEAUTY WORLD CENTRE,588177,HOLEONGRENO@GMAIL.COM                             ,64669970
38921400X ,HB-06-1379D    ,C K H DESIGN AND RENOVATION                                                                         ,119 BEDOK NORTH RD # 08-197 ,460119,BENCKH05@GMAIL.COM                                ,62435008
38326700E ,HB-06-1384C    ,ENG CHEE RENOVATION CONSTRUCTION                                                                    ,908 Tampines Ave 4 # 01-226 ,520908,EC_NEO@HOTMAIL.COM                                ,67815259
22440700K ,HB-06-1386Z    ,EVER PROGRESS GENERAL CONTRACTOR                                                                    ,8 BURN ROAD # 08-02 TRIVEX,369977,EVER_PROGRESS@YAHOO.COM.SG                        ,62645682
30559300E ,HB-06-1392H    ,CHEOK YIN DECORATION CONTRACTOR                                                                     ,417 BUKIT BATOK WEST AVE 4 # 10-292 ,650417,ZHILIANG_85@HOTMAIL.COM                           ,65695875
38149900J ,HB-06-1406D    ,HOME TILE RENOVATION & DESIGN                                                                       ,50 Chin Swee Road # 09-04 Thong Chai Building,169874,HOMETILE19@YAHOO.COM.SG                           ,97573721
22018000L ,HB-06-1408B    ,THYE HOE RENOVATION WORK                                                                            ,528 BT BATOK STREET 51 # 01-68 ,650528,THYEHOE9006@GMAIL.COM                             ,65690463
32898000E ,HB-06-1410H    ,KAH HIN RENOVATION CONSTRUCTION                                                                     ,70 EUNOS AVE 7 # - EUNOS INDUSTRIAL ESTATE,409569,KKAHHIN@HOTMAIL.COM                               ,67825572
201019293E,HB-06-1416G    ,PLANHOUSE ID PTE. LTD.                                                                              ,11 WOODLANDS CLOSE # 03-01 WOODLANDS 11,737853,LAWRENCETAN@PLANHOUSE.COM.SG                      ,62628568
20752600A ,HB-06-1417B    ,KING SOON GENERAL CONTRACTOR                                                                        ,10 ANSON ROAD # 16-16 INTERNATIONAL PLAZA,79903,KINGSOONGC@YAHOO.COM.SG                           ,67767930
199102807M,HB-06-1418E    ,JACOB GENERAL CONTRACTORS PTE. LTD.                                                                 ,1031 EUNOS AVE 6 # 01-69 ,409626,JACOBGEN@SINGNET.COM.SG                           ,67413551
39017600A ,HB-06-1436E    ,IVY HOUSE CONSTRUCTION                                                                              ,200 JALAN SULTAN # 03-01 TEXTILE CENTRE,199018,IVYHSE68@YAHOO.COM.SG                             ,63637159
34803300A ,HB-06-1447C    ,GIRO GENERAL CONSTRUCTION                                                                           ,32 MARSILING DR # 06-339 ,730032,GIROGC@YAHOO.COM                                  ,67553079
37618100A ,HB-06-1448F    ,HOME WORLD RENOVATION                                                                               ,24 NEW INDUSTRIAL ROAD # 06-03 PEI FU INDUSTRIAL BUILDING,536210,HOMEWORLDRENOVATION@YAHOO.COM                     ,62862070
05271800W ,HB-06-1459A    ,SIN SIONG HUAT FURNITURE CONSTRUCTION                                                               ,68 GUILLEMARD ROAD # 07-02 ,399710,LIMSEOWYEN@YAHOO.COM                              ,66807514
200408759G,HB-06-1464H    ,U B S DESIGN PTE. LTD.                                                                              ,3013 Bedok Industrial Park E # 04-2114 ,489979,UBSHUB@HOTMAIL.COM                                ,64491383
20500700K ,HB-06-1478D    ,ENG HOCK TILING TRADING                                                                             ,554 BEDOK NORTH STREET 3 # 10-207 ,460555,ANGELINEKWAN@GMAIL.COM                            ,64426389
20555700K ,HB-06-1483C    ,CHOP HENG LONG INTERIOR DESIGN & RENOVATION                                                         ,32 DEFU LANE 10 # 01-32 ,539213,CHLJIMMYTAY@HOTMAIL.COM                           ,63431409
34593300A ,HB-06-1487D    ,LA CASELA INTERIORS                                                                                 ,1081 Eunos Ave 7 # 01-172 ,409584,LACASELA@SINGNET.COM.SG                           ,62835595
34014900X ,HB-06-1500H    ,ALPENGLOW RENOVATION & CONSTRUCTION CONTRACTOR                                                      ,3026 UBI ROAD 1 # 03-156 Ubi Road 1,408719,MCMASTER98@GMAIL.COM                              ,68441509
34462600L ,HB-06-1501C    ,COATEN RENOVATION CONTRACTOR                                                                        ,6 Ghim Moh Road # 03-210 ,270006,COATEN_LIM@YAHOO.COM.SG                           ,64989389
